IIS3DWB 3-axis accelerometer by STM32
Configuration: FIFO continuous mode WTM = 20 Sensibility = +-4g
Timestamp resolution = 12.5us/LSB accel resolution 0.122mg/LSB

Timestamp(us) accelX(mg) accelY(mg) accelZ(mg)
292709.0918 538 -618 7735 
292863.962 511 -721 7910 
293018.8322 504 -754 7724 
293173.7024 688 -573 7838 
293328.5726 485 -606 7868 
293483.4428 473 -795 8088 
293638.313 635 -632 7941 
293793.1832 414 -743 7983 
293948.0534 515 -625 7812 
294102.9236 609 -684 7766 
294257.7938 466 -884 7907 
294412.6639 458 -692 8024 
294567.5341 466 -743 7812 
294722.4043 425 -769 7934 
294877.2745 458 -621 8013 
295032.1447 538 -736 7869 
295187.0149 538 -858 7918 
295341.8851 380 -836 8062 
295496.7553 444 -662 7982 
295651.6255 417 -662 7780 
295806.4957 312 -603 8024 
295961.3659 508 -758 7819 
296116.2361 300 -595 7849 
296271.1063 410 -814 7910 
296425.9765 470 -529 7693 
296580.8467 402 -858 7940 
296735.7169 402 -744 7921 
296890.5871 496 -721 7974 
297045.4573 639 -714 7678 
297200.3275 368 -751 7822 
297355.1977 553 -596 7922 
297510.0679 368 -806 7842 
297664.9381 545 -703 7925 
297819.8083 368 -766 7868 
297974.6784 481 -643 7860 
298129.5486 523 -647 8096 
298284.4188 402 -744 7921 
298439.289 334 -684 7784 
298594.1592 428 -758 7925 
298749.0294 545 -581 7705 
298903.8996 481 -751 8008 
299058.7698 466 -769 7906 
299213.64 519 -728 7868 
299368.5102 598 -710 7853 
299523.3804 447 -717 8016 
299678.2506 504 -725 8005 
299833.1208 421 -669 7800 
299987.991 481 -817 7823 
300142.8612 421 -677 7968 
300297.7314 545 -728 7831 
300452.6016 432 -751 7816 
300607.4718 451 -773 7937 
300762.342 508 -740 7884 
300917.2122 387 -769 7850 
301072.0824 586 -654 7861 
301226.9526 541 -662 7880 
301381.8228 515 -673 7790 
301536.693 544 -777 7816 
301691.5631 439 -784 7918 
301846.4333 420 -695 7793 
302001.3035 650 -718 7926 
302156.1737 254 -873 7900 
302311.0439 627 -495 7683 
302465.9141 367 -888 7884 
302620.7843 556 -703 7865 
302775.6545 318 -788 8032 
302930.5247 515 -673 7790 
303085.3949 474 -695 7858 
303240.2651 583 -673 7930 
303395.1353 508 -792 7763 
303550.0055 451 -814 7911 
303704.8757 605 -703 7884 
303859.7459 417 -784 7869 
304014.6161 564 -755 7903 
304169.4863 560 -684 7884 
304324.3565 466 -758 8009 
304479.2267 515 -673 7790 
304634.0969 533 -706 7945 
304788.9671 424 -692 7763 
304943.8373 412 -725 7998 
305098.7075 616 -521 7709 
305253.5776 416 -799 7918 
305408.4478 375 -669 7816 
305563.318 408 -710 7831 
305718.1882 469 -728 7854 
305873.0584 499 -651 7934 
306027.9286 515 -673 7790 
306182.7988 319 -658 7884 
306337.669 296 -799 7975 
306492.5392 602 -551 7679 
306647.4094 530 -810 7842 
306802.2796 466 -621 7876 
306957.1498 485 -784 7858 
307112.02 477 -647 7694 
307266.8902 444 -747 7820 
307421.7604 628 -577 7713 
307576.6306 323 -806 7800 
307731.5008 495 -658 7770 
307886.371 394 -732 7930 
308041.2412 506 -710 7804 
308196.1114 360 -995 8078 
308350.9816 616 -729 7907 
308505.8518 435 -640 7687 
308660.722 514 -617 7820 
308815.5921 361 -799 8145 
308970.4623 538 -802 7887 
309125.3325 666 -754 7891 
309280.2027 342 -821 7842 
309435.0729 440 -643 7769 
309589.9431 530 -751 7879 
309744.8133 440 -755 7769 
309899.6835 428 -762 8008 
310054.5537 470 -736 7781 
310209.4239 556 -673 7902 
310364.2941 470 -658 7842 
310519.1643 327 -725 8006 
310674.0345 511 -725 7801 
310828.9047 357 -677 7877 
310983.7749 485 -677 7987 
311138.6451 425 -777 7846 
311293.5153 477 -644 7641 
311448.3855 342 -755 7998 
311603.2557 556 -692 7854 
311758.1259 556 -673 7902 
311912.9961 537 -788 7952 
312067.8663 386 -877 8055 
312222.7365 638 -599 7812 
312377.6067 514 -762 7972 
312532.4768 469 -728 8048 
312687.347 665 -510 7759 
312842.2172 495 -721 7762 
312997.0874 522 -766 7846 
313151.9576 469 -695 7854 
313306.8278 548 -762 7956 
313461.698 519 -658 7786 
313616.5682 364 -917 7968 
313771.4384 590 -610 8059 
313926.3086 312 -699 7877 
314081.1788 621 -788 7808 
314236.049 361 -610 7918 
314390.9192 556 -773 7926 
314545.7894 564 -758 7766 
314700.6596 462 -677 7850 
314855.5298 548 -762 7956 
315010.4 613 -577 7652 
315165.2702 425 -836 7888 
315320.1404 545 -643 7850 
315475.0106 436 -710 7968 
315629.8808 628 -673 7755 
315784.751 470 -706 7903 
315939.6212 492 -695 7820 
316094.4913 515 -792 7896 
316249.3615 481 -725 7926 
316404.2317 548 -762 7956 
316559.1019 450 -666 7831 
316713.9721 458 -644 7850 
316868.8423 412 -866 7812 
317023.7125 540 -677 7793 
317178.5827 435 -777 7797 
317333.4529 398 -773 8051 
317488.3231 661 -706 7790 
317643.1933 424 -562 7915 
317798.0635 537 -669 7884 
317952.9337 469 -669 7941 
318107.8039 530 -706 7782 
318262.6741 470 -736 7899 
318417.5443 583 -588 7804 
318572.4145 285 -803 7979 
318727.2847 590 -573 7843 
318882.1549 379 -806 7892 
319037.0251 485 -725 7725 
319191.8953 462 -736 7770 
319346.7655 447 -777 7789 
319501.6357 635 -632 7941 
319656.5058 455 -710 7899 
319811.376 462 -695 7815 
319966.2462 398 -784 7895 
320121.1164 538 -618 7735 
320275.9866 511 -721 7910 
320430.8568 504 -754 7724 
320585.727 688 -573 7838 
320740.5972 485 -606 7868 
320895.4674 473 -795 8088 
321050.3376 635 -632 7941 
321205.2078 414 -743 7983 
321360.078 515 -625 7812 
321514.9482 609 -684 7766 
321669.8184 466 -884 7907 
321824.6886 458 -692 8024 
321979.5588 466 -743 7812 
322134.429 425 -769 7934 
322289.2992 458 -621 8013 
322444.1694 538 -736 7869 
322599.0396 538 -858 7918 
322753.9098 380 -836 8062 
322908.78 444 -662 7982 
323063.6502 417 -662 7780 
323218.5204 312 -603 8024 
323373.3905 508 -758 7819 
323528.2607 300 -595 7849 
323683.1309 410 -814 7910 
323838.0011 470 -529 7693 
323992.8713 402 -858 7940 
324147.7415 402 -744 7921 
324302.6117 496 -721 7974 
324457.4819 639 -714 7678 
324612.3521 368 -751 7822 
324767.2223 553 -596 7922 
324922.0925 368 -806 7842 
325076.9627 545 -703 7925 
325231.8329 368 -766 7868 
325386.7031 481 -643 7860 
325541.5733 523 -647 8096 
325696.4435 402 -744 7921 
325851.3137 334 -684 7784 
326006.1839 428 -758 7925 
326161.0541 545 -581 7705 
326315.9243 481 -751 8008 
326470.7945 466 -769 7906 
326625.6647 519 -728 7868 
326780.5349 598 -710 7853 
326935.405 447 -717 8016 
327090.2752 504 -725 8005 
327245.1454 421 -669 7800 
327400.0156 481 -817 7823 
327554.8858 421 -677 7968 
327709.756 545 -728 7831 
327864.6262 432 -751 7816 
328019.4964 451 -773 7937 
328174.3666 508 -740 7884 
328329.2368 387 -769 7850 
328484.107 586 -654 7861 
328638.9772 541 -662 7880 
328793.8474 515 -673 7790 
328948.7176 544 -777 7816 
329103.5878 439 -784 7918 
329258.458 420 -695 7793 
329413.3282 650 -718 7926 
329568.1984 254 -873 7900 
329723.0686 627 -495 7683 
329877.9388 367 -888 7884 
330032.809 556 -703 7865 
330187.6792 318 -788 8032 
330342.5494 515 -673 7790 
330497.4195 474 -695 7858 
330652.2897 583 -673 7930 
330807.1599 508 -792 7763 
330962.0301 451 -814 7911 
331116.9003 605 -703 7884 
331271.7705 417 -784 7869 
331426.6407 564 -755 7903 
331581.5109 560 -684 7884 
331736.3811 466 -758 8009 
331891.2513 515 -673 7790 
332046.1215 533 -706 7945 
332200.9917 424 -692 7763 
332355.8619 412 -725 7998 
332510.7321 616 -521 7709 
332665.6023 416 -799 7918 
332820.4725 375 -669 7816 
332975.3427 408 -710 7831 
333130.2129 469 -728 7854 
333285.0831 499 -651 7934 
333439.9533 515 -673 7790 
333594.8235 319 -658 7884 
333749.6937 296 -799 7975 
333904.5639 602 -551 7679 
334059.4341 530 -810 7842 
334214.3042 466 -621 7876 
334369.1744 485 -784 7858 
334524.0446 477 -647 7694 
334678.9148 444 -747 7820 
334833.785 628 -577 7713 
334988.6552 323 -806 7800 
335143.5254 495 -658 7770 
335298.3956 394 -732 7930 
335453.2658 506 -710 7804 
335608.136 360 -995 8078 
335763.0062 616 -729 7907 
335917.8764 435 -640 7687 
336072.7466 514 -617 7820 
336227.6168 361 -799 8145 
336382.487 538 -802 7887 
336537.3572 666 -754 7891 
336692.2274 342 -821 7842 
336847.0976 440 -643 7769 
337001.9678 530 -751 7879 
337156.838 440 -755 7769 
337311.7082 428 -762 8008 
337466.5784 470 -736 7781 
337621.4486 556 -673 7902 
337776.3187 470 -658 7842 
337931.1889 327 -725 8006 
338086.0591 511 -725 7801 
338240.9293 357 -677 7877 
338395.7995 485 -677 7987 
338550.6697 425 -777 7846 
338705.5399 477 -644 7641 
338860.4101 342 -755 7998 
339015.2803 556 -692 7854 
339170.1505 556 -673 7902 
339325.0207 537 -788 7952 
339479.8909 386 -877 8055 
339634.7611 638 -599 7812 
339789.6313 514 -762 7972 
339944.5015 469 -728 8048 
340099.3717 665 -510 7759 
340254.2419 495 -721 7762 
340409.1121 522 -766 7846 
340563.9823 469 -695 7854 
340718.8525 548 -762 7956 
340873.7227 519 -658 7786 
341028.5929 364 -917 7968 
341183.4631 590 -610 8059 
341338.3333 312 -699 7877 
341493.2034 621 -788 7808 
341648.0736 361 -610 7918 
341802.9438 556 -773 7926 
341957.814 564 -758 7766 
342112.6842 462 -677 7850 
342267.5544 548 -762 7956 
342422.4246 613 -577 7652 
342577.2948 425 -836 7888 
342732.165 545 -643 7850 
342887.0352 436 -710 7968 
343041.9054 628 -673 7755 
343196.7756 470 -706 7903 
343351.6458 492 -695 7820 
343506.516 515 -792 7896 
343661.3862 481 -725 7926 
343816.2564 548 -762 7956 
343971.1266 450 -666 7831 
344125.9968 458 -644 7850 
344280.867 412 -866 7812 
344435.7372 540 -677 7793 
344590.6074 435 -777 7797 
344745.4776 398 -773 8051 
344900.3478 661 -706 7790 
345055.2179 424 -562 7915 
345210.0881 537 -669 7884 
345364.9583 469 -669 7941 
345519.8285 530 -706 7782 
345674.6987 470 -736 7899 
345829.5689 583 -588 7804 
345984.4391 285 -803 7979 
346139.3093 590 -573 7843 
346294.1795 379 -806 7892 
346449.0497 485 -725 7725 
346603.9199 462 -736 7770 
346758.7901 447 -777 7789 
346913.6603 635 -632 7941 
347068.5305 455 -710 7899 
347223.4007 462 -695 7815 
347378.2709 398 -784 7895 
347533.1411 538 -618 7735 
347688.0113 511 -721 7910 
347842.8815 504 -754 7724 
347997.7517 688 -573 7838 
348152.6219 485 -606 7868 
348307.4921 473 -795 8088 
348462.3623 635 -632 7941 
348617.2324 414 -743 7983 
348772.1026 515 -625 7812 
348926.9728 609 -684 7766 
349081.843 466 -884 7907 
349236.7132 458 -692 8024 
349391.5834 466 -743 7812 
349546.4536 425 -769 7934 
349701.3238 458 -621 8013 
349856.194 538 -736 7869 
350011.0642 538 -858 7918 
350165.9344 380 -836 8062 
350320.8046 444 -662 7982 
350475.6748 417 -662 7780 
350630.545 312 -603 8024 
350785.4152 508 -758 7819 
350940.2854 300 -595 7849 
351095.1556 410 -814 7910 
351250.0258 470 -529 7693 
351404.896 402 -858 7940 
351559.7662 402 -744 7921 
351714.6364 496 -721 7974 
351869.5066 639 -714 7678 
352024.3768 368 -751 7822 
352179.247 553 -596 7922 
352334.1171 368 -806 7842 
352488.9873 545 -703 7925 
352643.8575 368 -766 7868 
352798.7277 481 -643 7860 
352953.5979 523 -647 8096 
353108.4681 402 -744 7921 
353263.3383 334 -684 7784 
353418.2085 428 -758 7925 
353573.0787 545 -581 7705 
353727.9489 481 -751 8008 
353882.8191 466 -769 7906 
354037.6893 519 -728 7868 
354192.5595 598 -710 7853 
354347.4297 447 -717 8016 
354502.2999 504 -725 8005 
354657.1701 421 -669 7800 
354812.0403 481 -817 7823 
354966.9105 421 -677 7968 
355121.7807 545 -728 7831 
355276.6509 432 -751 7816 
355431.5211 451 -773 7937 
355586.3913 508 -740 7884 
355741.2615 387 -769 7850 
355896.1316 586 -654 7861 
356051.0018 541 -662 7880 
356205.872 515 -673 7790 
356360.7422 544 -777 7816 
356515.6124 439 -784 7918 
356670.4826 420 -695 7793 
356825.3528 650 -718 7926 
356980.223 254 -873 7900 
357135.0932 627 -495 7683 
357289.9634 367 -888 7884 
357444.8336 556 -703 7865 
357599.7038 318 -788 8032 
357754.574 515 -673 7790 
357909.4442 474 -695 7858 
358064.3144 583 -673 7930 
358219.1846 508 -792 7763 
358374.0548 451 -814 7911 
358528.925 605 -703 7884 
358683.7952 417 -784 7869 
358838.6654 564 -755 7903 
358993.5356 560 -684 7884 
359148.4058 466 -758 8009 
359303.276 515 -673 7790 
359458.1461 533 -706 7945 
359613.0163 424 -692 7763 
359767.8865 412 -725 7998 
359922.7567 616 -521 7709 
360077.6269 416 -799 7918 
360232.4971 375 -669 7816 
360387.3673 408 -710 7831 
360542.2375 469 -728 7854 
360697.1077 499 -651 7934 
360851.9779 515 -673 7790 
361006.8481 319 -658 7884 
361161.7183 296 -799 7975 
361316.5885 602 -551 7679 
361471.4587 530 -810 7842 
361626.3289 466 -621 7876 
361781.1991 485 -784 7858 
361936.0693 477 -647 7694 
362090.9395 444 -747 7820 
362245.8097 628 -577 7713 
362400.6799 323 -806 7800 
362555.5501 495 -658 7770 
362710.4203 394 -732 7930 
362865.2905 506 -710 7804 
363020.1607 360 -995 8078 
363175.0308 616 -729 7907 
363329.901 435 -640 7687 
363484.7712 514 -617 7820 
363639.6414 361 -799 8145 
363794.5116 538 -802 7887 
363949.3818 666 -754 7891 
364104.252 342 -821 7842 
364259.1222 440 -643 7769 
364413.9924 530 -751 7879 
364568.8626 440 -755 7769 
364723.7328 428 -762 8008 
364878.603 470 -736 7781 
365033.4732 556 -673 7902 
365188.3434 470 -658 7842 
365343.2136 327 -725 8006 
365498.0838 511 -725 7801 
365652.954 357 -677 7877 
365807.8242 485 -677 7987 
365962.6944 425 -777 7846 
366117.5646 477 -644 7641 
366272.4348 342 -755 7998 
366427.305 556 -692 7854 
366582.1752 556 -673 7902 
366737.0453 537 -788 7952 
366891.9155 386 -877 8055 
367046.7857 638 -599 7812 
367201.6559 514 -762 7972 
367356.5261 469 -728 8048 
367511.3963 665 -510 7759 
367666.2665 495 -721 7762 
367821.1367 522 -766 7846 
367976.0069 469 -695 7854 
368130.8771 548 -762 7956 
368285.7473 519 -658 7786 
368440.6175 364 -917 7968 
368595.4877 590 -610 8059 
368750.3579 312 -699 7877 
368905.2281 621 -788 7808 
369060.0983 361 -610 7918 
369214.9685 556 -773 7926 
369369.8387 564 -758 7766 
369524.7089 462 -677 7850 
369679.5791 548 -762 7956 
369834.4493 613 -577 7652 
369989.3195 425 -836 7888 
370144.1897 545 -643 7850 
370299.0599 436 -710 7968 
370453.93 628 -673 7755 
370608.8002 470 -706 7903 
370763.6704 492 -695 7820 
370918.5406 515 -792 7896 
371073.4108 481 -725 7926 
371228.281 548 -762 7956 
371383.1512 450 -666 7831 
371538.0214 458 -644 7850 
371692.8916 412 -866 7812 
371847.7618 540 -677 7793 
372002.632 435 -777 7797 
372157.5022 398 -773 8051 
372312.3724 661 -706 7790 
372467.2426 424 -562 7915 
372622.1128 537 -669 7884 
372776.983 469 -669 7941 
372931.8532 530 -706 7782 
373086.7234 470 -736 7899 
373241.5936 583 -588 7804 
373396.4638 285 -803 7979 
373551.334 590 -573 7843 
373706.2042 379 -806 7892 
373861.0744 485 -725 7725 
374015.9445 462 -736 7770 
374170.8147 447 -777 7789 
374325.6849 635 -632 7941 
374480.5551 455 -710 7899 
374635.4253 462 -695 7815 
374790.2955 398 -784 7895 
374945.1657 538 -618 7735 
375100.0359 511 -721 7910 
375254.9061 504 -754 7724 
375409.7763 688 -573 7838 
375564.6465 485 -606 7868 
375719.5167 473 -795 8088 
375874.3869 635 -632 7941 
376029.2571 414 -743 7983 
376184.1273 515 -625 7812 
376338.9975 609 -684 7766 
376493.8677 466 -884 7907 
376648.7379 458 -692 8024 
376803.6081 466 -743 7812 
376958.4783 425 -769 7934 
377113.3485 458 -621 8013 
377268.2187 538 -736 7869 
377423.0889 538 -858 7918 
377577.959 380 -836 8062 
377732.8292 444 -662 7982 
377887.6994 417 -662 7780 
378042.5696 312 -603 8024 
378197.4398 508 -758 7819 
378352.31 300 -595 7849 
378507.1802 410 -814 7910 
378662.0504 470 -529 7693 
378816.9206 402 -858 7940 
378971.7908 402 -744 7921 
379126.661 496 -721 7974 
379281.5312 639 -714 7678 
379436.4014 368 -751 7822 
379591.2716 553 -596 7922 
379746.1418 368 -806 7842 
379901.012 545 -703 7925 
380055.8822 368 -766 7868 
380210.7524 481 -643 7860 
380365.6226 523 -647 8096 
380520.4928 402 -744 7921 
380675.363 334 -684 7784 
380830.2332 428 -758 7925 
380985.1034 545 -581 7705 
381139.9736 481 -751 8008 
381294.8437 466 -769 7906 
381449.7139 519 -728 7868 
381604.5841 598 -710 7853 
381759.4543 447 -717 8016 
381914.3245 504 -725 8005 
382069.1947 421 -669 7800 
382224.0649 481 -817 7823 
382378.9351 421 -677 7968 
382533.8053 545 -728 7831 
382688.6755 432 -751 7816 
382843.5457 451 -773 7937 
382998.4159 508 -740 7884 
383153.2861 387 -769 7850 
383308.1563 586 -654 7861 
383463.0265 541 -662 7880 
383617.8967 515 -673 7790 
383772.7669 544 -777 7816 
383927.6371 439 -784 7918 
384082.5073 420 -695 7793 
384237.3775 650 -718 7926 
384392.2477 254 -873 7900 
384547.1179 627 -495 7683 
384701.9881 367 -888 7884 
384856.8582 556 -703 7865 
385011.7284 318 -788 8032 
385166.5986 515 -673 7790 
385321.4688 474 -695 7858 
385476.339 583 -673 7930 
385631.2092 508 -792 7763 
385786.0794 451 -814 7911 
385940.9496 605 -703 7884 
386095.8198 417 -784 7869 
386250.69 564 -755 7903 
386405.5602 560 -684 7884 
386560.4304 466 -758 8009 
386715.3006 515 -673 7790 
386870.1708 533 -706 7945 
